TMC,YEAR,PERIOD,Crashes
110P04729,2021,PMP,4.313945615
110P04729,2021,WE,2.773250752
110P04729,2022,AMP,6.454512197
110P04729,2022,MIDD,1.889125521
110P04729,2022,PMP,4.407959549
110P04729,2022,WE,2.833688282
110P04729,2023,AMP,6.59690061
110P04729,2023,MIDD,1.930800178
110P04729,2023,PMP,4.505200416
110P04729,2023,WE,2.896200268
110P04729,2024,AMP,6.743779055
110P04729,2024,MIDD,1.973788992
110P04729,2024,PMP,4.605507648
110P04729,2024,WE,2.960683488
110P04730,2017,AMP,1
110P04730,2017,MIDD,1
110P04730,2017,PMP,1
110P04730,2017,WE,0
110P04730,2018,AMP,1
110P04730,2018,MIDD,2
110P04730,2018,PMP,3
110P04730,2018,WE,1
110P04730,2019,AMP,1
110P04730,2019,MIDD,1
110P04730,2019,PMP,2
110P04730,2019,WE,0
110P04730,2020,AMP,1
110P04730,2020,MIDD,0
110P04730,2020,PMP,1
110P04730,2020,WE,0
110P04730,2021,AMP,1.106245617
110P04730,2021,MIDD,2.489052639
110P04730,2021,PMP,1.93592983
110P04730,2021,WE,4.424982469
110P04730,2022,AMP,1.12148143
110P04730,2022,MIDD,2.523333218
110P04730,2022,PMP,1.962592503
110P04730,2022,WE,4.485925721
110P04730,2023,AMP,1.13706437
110P04730,2023,MIDD,2.558394833
110P04730,2023,PMP,1.989862648
110P04730,2023,WE,4.548257481
110P04730,2024,AMP,1.153002529
110P04730,2024,MIDD,2.594255689
110P04730,2024,PMP,2.017754425
110P04730,2024,WE,4.612010114
110P04731,2017,AMP,4
110P04731,2017,MIDD,1
110P04731,2017,PMP,2
110P04731,2017,WE,1
110P04731,2018,AMP,2
110P04731,2018,MIDD,2
110P04731,2018,PMP,1
110P04731,2018,WE,1
110P04731,2019,AMP,0
110P04731,2019,MIDD,1
110P04731,2019,PMP,1
110P04731,2019,WE,1
110P04731,2020,AMP,3
110P04731,2020,MIDD,1
110P04731,2020,PMP,1
110P04731,2020,WE,0
110P04731,2021,AMP,2.981075042
110P04731,2021,MIDD,1.064669658
110P04731,2021,PMP,1.064669658
110P04731,2021,WE,1.916405384
110P04731,2022,AMP,3.026093595
110P04731,2022,MIDD,1.080747712
110P04731,2022,PMP,1.080747712
110P04731,2022,WE,1.945345882
110P04731,2023,AMP,3.072149979
110P04731,2023,MIDD,1.097196421
110P04731,2023,PMP,1.097196421
110P04731,2023,WE,1.974953558
110P04731,2024,AMP,3.119153815
110P04731,2024,MIDD,1.113983505
110P04731,2024,PMP,1.113983505
110P04731,2024,WE,2.005170309
110P04732,2017,AMP,1
110P04732,2017,MIDD,2
110P04732,2017,PMP,1
110P04732,2017,WE,1
110P04732,2018,AMP,2
110P04732,2018,MIDD,1
110P04732,2018,PMP,0
110P04732,2018,WE,1
110P04732,2019,AMP,1
110P04732,2019,MIDD,1
110P04732,2019,PMP,0
110P04732,2019,WE,0
110P04732,2020,AMP,0
110P04732,2020,MIDD,1
110P04732,2020,PMP,2
110P04732,2020,WE,0
110P04732,2021,AMP,2.068852248
110P04732,2021,MIDD,1.477751605
110P04732,2021,PMP,5.024355458
110P04732,2021,WE,3.546603853
110P04732,2022,AMP,2.100098524
110P04732,2022,MIDD,1.500070375
110P04732,2022,PMP,5.100239273
110P04732,2022,WE,3.600168899
110P04732,2023,AMP,2.131985687
110P04732,2023,MIDD,1.522846919
110P04732,2023,PMP,5.177679525
110P04732,2023,WE,3.654832606
110P04732,2024,AMP,2.164689323
110P04732,2024,MIDD,1.546206659
110P04732,2024,PMP,5.257102642
110P04732,2024,WE,3.710895983
110P04733,2017,AMP,0
110P04733,2017,MIDD,0
110P04733,2017,PMP,2
110P04733,2017,WE,0
110P04733,2018,AMP,0
110P04733,2018,MIDD,0
110P04733,2018,PMP,0
110P04733,2018,WE,0
110P04733,2019,AMP,0
110P04733,2019,MIDD,0
110P04733,2019,PMP,2
110P04733,2019,WE,0
110P04733,2020,AMP,1
110P04733,2020,MIDD,1
110P04733,2020,PMP,0
110P04733,2020,WE,0
110P04733,2021,AMP,1.880699809
110P04733,2021,MIDD,1.880699809
110P04733,2021,PMP,1.253799873
110P04733,2021,WE,2.089666455
110P04733,2022,AMP,1.909003635
110P04733,2022,MIDD,1.909003635
110P04733,2022,PMP,1.27266909
110P04733,2022,WE,2.121115149
110P04733,2023,AMP,1.9378364
110P04733,2023,MIDD,1.9378364
110P04733,2023,PMP,1.291890933
110P04733,2023,WE,2.153151556
110P04733,2024,AMP,1.9669969
110P04733,2024,MIDD,1.9669969
110P04733,2024,PMP,1.311331267
110P04733,2024,WE,2.185552111
110P04734,2017,AMP,4
110P04734,2017,MIDD,1
110P04734,2017,PMP,3
110P04734,2017,WE,0
110P04734,2018,AMP,3
110P04734,2018,MIDD,0
110P04734,2018,PMP,2
110P04734,2018,WE,3
110P04734,2019,AMP,1
110P04734,2019,MIDD,1
110P04734,2019,PMP,1
110P04734,2019,WE,0
110P04734,2020,AMP,0
110P04734,2020,MIDD,2
110P04734,2020,PMP,0
110P04734,2020,WE,0
110P04734,2021,AMP,1.932699845
110P04734,2021,MIDD,2.108399831
110P04734,2021,PMP,1.581299873
110P04734,2021,WE,3.689699705
110P04734,2022,AMP,1.957910995
110P04734,2022,MIDD,2.135902903
110P04734,2022,PMP,1.601927177
110P04734,2022,WE,3.737830081
110P04734,2023,AMP,1.983618617
110P04734,2023,MIDD,2.163947582
110P04734,2023,PMP,1.622960686
110P04734,2023,WE,3.786908268
110P04734,2024,AMP,2.009833114
110P04734,2024,MIDD,2.192545215
110P04734,2024,PMP,1.644408911
110P04734,2024,WE,3.836954126
110P04735,2017,AMP,3
110P04735,2017,MIDD,3
110P04735,2017,PMP,3
110P04735,2017,WE,1
110P04735,2018,AMP,0
110P04735,2018,MIDD,5
110P04735,2018,PMP,8
110P04735,2018,WE,2
110P04735,2019,AMP,7
110P04735,2019,MIDD,10
110P04735,2019,PMP,0
110P04735,2019,WE,4
110P04735,2020,AMP,1
110P04735,2020,MIDD,4
110P04735,2020,PMP,0
110P04735,2020,WE,1
110P04735,2021,AMP,2.864197521
110P04735,2021,MIDD,2.032656305
110P04735,2021,PMP,3.788132205
110P04735,2021,WE,0.739147747
110P04735,2022,AMP,2.901378979
110P04735,2022,MIDD,2.059043147
110P04735,2022,PMP,3.837307682
110P04735,2022,WE,0.748742962
110P04735,2023,AMP,2.939292128
110P04735,2023,MIDD,2.085949252
110P04735,2023,PMP,3.887450879
110P04735,2023,WE,0.758527001
110P04735,2024,AMP,2.97806827
110P04735,2024,MIDD,2.113467804
110P04735,2024,PMP,3.938735454
110P04735,2024,WE,0.768533747
110P04736,2017,AMP,1
110P04736,2017,MIDD,5
110P04736,2017,PMP,3
110P04736,2017,WE,2
110P04736,2018,AMP,0
110P04736,2018,MIDD,1
110P04736,2018,PMP,0
110P04736,2018,WE,0
110P04736,2019,AMP,0
110P04736,2019,MIDD,10
110P04736,2019,PMP,0
110P04736,2019,WE,2
110P04736,2020,AMP,1
110P04736,2020,MIDD,7
110P04736,2020,PMP,3
110P04736,2020,WE,1
110P04736,2021,AMP,1.833731995
110P04736,2021,MIDD,2.343101993
110P04736,2021,PMP,2.241227994
110P04736,2021,WE,0.916865997
110P04736,2022,AMP,1.861047003
110P04736,2022,MIDD,2.378004504
110P04736,2022,PMP,2.274613004
110P04736,2022,WE,0.930523501
110P04736,2023,AMP,1.888730841
110P04736,2023,MIDD,2.413378296
110P04736,2023,PMP,2.308448805
110P04736,2023,WE,0.94436542
110P04736,2024,AMP,1.91678521
110P04736,2024,MIDD,2.449225546
110P04736,2024,PMP,2.342737479
110P04736,2024,WE,0.958392605
110P04738,2017,AMP,2
110P04738,2017,MIDD,2
110P04738,2017,PMP,2
110P04738,2017,WE,1
110P04738,2018,AMP,0
110P04738,2018,MIDD,0
110P04738,2018,PMP,0
110P04738,2018,WE,0
110P04738,2019,AMP,0
110P04738,2019,MIDD,1
110P04738,2019,PMP,1
110P04738,2019,WE,0
110P04738,2020,AMP,0
110P04738,2020,MIDD,0
110P04738,2020,PMP,0
110P04738,2020,WE,0
110P04738,2021,AMP,1.406781659
110P04738,2021,MIDD,0.937854439
110P04738,2021,PMP,0.937854439
110P04738,2021,WE,1.172318049
110P04738,2022,AMP,1.427736876
110P04738,2022,MIDD,0.951824584
110P04738,2022,PMP,0.951824584
110P04738,2022,WE,1.18978073
110P04738,2023,AMP,1.448975048
110P04738,2023,MIDD,0.965983365
110P04738,2023,PMP,0.965983365
110P04738,2023,WE,1.207479207
110P04738,2024,AMP,1.47049748
110P04738,2024,MIDD,0.980331653
110P04738,2024,PMP,0.980331653
110P04738,2024,WE,1.225414567
110P04739,2017,AMP,1
110P04739,2017,MIDD,1
110P04739,2017,PMP,1
110P04739,2017,WE,1
110P04739,2018,AMP,2
110P04739,2018,MIDD,3
110P04739,2018,PMP,0
110P04739,2018,WE,2
110P04739,2019,AMP,1
110P04739,2019,MIDD,1
110P04739,2019,PMP,0
110P04739,2019,WE,2
110P04739,2020,AMP,0
110P04739,2020,MIDD,1
110P04739,2020,PMP,3
110P04739,2020,WE,2
110P04739,2021,AMP,1.769074482
110P04739,2021,MIDD,0.816495915
110P04739,2021,PMP,2.993818354
110P04739,2021,WE,0.952578567
110P04739,2022,AMP,1.795308316
110P04739,2022,MIDD,0.828603838
110P04739,2022,PMP,3.038214074
110P04739,2022,WE,0.966704478
110P04739,2023,AMP,1.82188529
110P04739,2023,MIDD,0.840870134
110P04739,2023,PMP,3.08319049
110P04739,2023,WE,0.981015156
110P04739,2024,AMP,1.848887843
110P04739,2024,MIDD,0.853332851
110P04739,2024,PMP,3.128887119
110P04739,2024,WE,0.995554992
110P04740,2017,AMP,0
110P04740,2017,MIDD,0
110P04740,2017,PMP,0
110P04740,2017,WE,0
110P04740,2018,AMP,0
110P04740,2018,MIDD,0
110P04740,2018,PMP,0
110P04740,2018,WE,0
110P04740,2019,AMP,1
110P04740,2019,MIDD,1
110P04740,2019,PMP,0
110P04740,2019,WE,0
110P04740,2020,AMP,0
110P04740,2020,MIDD,0
110P04740,2020,PMP,0
110P04740,2020,WE,0
110P04740,2021,AMP,1.127475594
110P04740,2021,MIDD,1.127475594
110P04740,2021,PMP,2.254951188
110P04740,2021,WE,2.254951188
110P04740,2022,AMP,1.143973941
110P04740,2022,MIDD,1.143973941
110P04740,2022,PMP,2.287947882
110P04740,2022,WE,2.287947882
110P04740,2023,AMP,1.160712702
110P04740,2023,MIDD,1.160712702
110P04740,2023,PMP,2.321425405
110P04740,2023,WE,2.321425405
110P04740,2024,AMP,1.177692906
110P04740,2024,MIDD,1.177692906
110P04740,2024,PMP,2.355385812
110P04740,2024,WE,2.355385812
110P04741,2017,AMP,0
110P04741,2017,MIDD,0
110P04741,2017,PMP,0
110P04741,2017,WE,2
110P04741,2018,AMP,0
110P04741,2018,MIDD,1
110P04741,2018,PMP,0
110P04741,2018,WE,0
110P04741,2019,AMP,1
110P04741,2019,MIDD,2
110P04741,2019,PMP,1
110P04741,2019,WE,0
110P04741,2020,AMP,0
110P04741,2020,MIDD,1
110P04741,2020,PMP,0
110P04741,2020,WE,0
110P04741,2021,AMP,1.067693732
110P04741,2021,MIDD,1.281232479
110P04741,2021,PMP,1.067693732
110P04741,2021,WE,2.348926211
110P04741,2022,AMP,1.083317291
110P04741,2022,MIDD,1.299980749
110P04741,2022,PMP,1.083317291
110P04741,2022,WE,2.383298041
110P04741,2023,AMP,1.099168518
110P04741,2023,MIDD,1.319002221
110P04741,2023,PMP,1.099168518
110P04741,2023,WE,2.418170739
110P04741,2024,AMP,1.115248384
110P04741,2024,MIDD,1.338298061
110P04741,2024,PMP,1.115248384
110P04741,2024,WE,2.453546445
110P04742,2017,AMP,0
110P04742,2017,MIDD,0
110P04742,2017,PMP,0
110P04742,2017,WE,1
110P04742,2018,AMP,1
110P04742,2018,MIDD,2
110P04742,2018,PMP,1
110P04742,2018,WE,0
110P04742,2019,AMP,4
110P04742,2019,MIDD,1
110P04742,2019,PMP,1
110P04742,2019,WE,2
110P04742,2020,AMP,0
110P04742,2020,MIDD,2
110P04742,2020,PMP,3
110P04742,2020,WE,0
110P04742,2021,AMP,3.497398367
110P04742,2021,MIDD,1.632119238
110P04742,2021,PMP,1.632119238
110P04742,2021,WE,3.497398367
110P04742,2022,AMP,3.548212883
110P04742,2022,MIDD,1.655832679
110P04742,2022,PMP,1.655832679
110P04742,2022,WE,3.548212883
110P04742,2023,AMP,3.599864545
110P04742,2023,MIDD,1.679936788
110P04742,2023,PMP,1.679936788
110P04742,2023,WE,3.599864545
110P04742,2024,AMP,3.652089635
110P04742,2024,MIDD,1.704308496
110P04742,2024,PMP,1.704308496
110P04742,2024,WE,3.652089635
110P04743,2017,AMP,1
110P04743,2017,MIDD,0
110P04743,2017,PMP,3
110P04743,2017,WE,1
110P04743,2018,AMP,0
110P04743,2018,MIDD,4
110P04743,2018,PMP,5
110P04743,2018,WE,1
110P04743,2019,AMP,1
110P04743,2019,MIDD,1
110P04743,2019,PMP,2
110P04743,2019,WE,0
110P04743,2020,AMP,1
110P04743,2020,MIDD,4
110P04743,2020,PMP,0
110P04743,2020,WE,0
110P04743,2021,AMP,3.19781161
110P04743,2021,MIDD,3.375467811
110P04743,2021,PMP,3.375467811
110P04743,2021,WE,2.842499209
110P04743,2022,AMP,3.243923752
110P04743,2022,MIDD,3.424141739
110P04743,2022,PMP,3.424141739
110P04743,2022,WE,2.88348778
110P04743,2023,AMP,3.290631977
110P04743,2023,MIDD,3.473444865
110P04743,2023,PMP,3.473444865
110P04743,2023,WE,2.925006202
110P04743,2024,AMP,3.337937855
110P04743,2024,MIDD,3.523378847
110P04743,2024,PMP,3.523378847
110P04743,2024,WE,2.967055871
110P04770,2017,AMP,1
110P04770,2017,MIDD,1
110P04770,2017,PMP,0
110P04770,2017,WE,0
110P04770,2018,AMP,1
110P04770,2018,MIDD,0
110P04770,2018,PMP,0
110P04770,2018,WE,0
110P04770,2019,AMP,0
110P04770,2019,MIDD,0
110P04770,2019,PMP,1
110P04770,2019,WE,0
110P04770,2020,AMP,0
110P04770,2020,MIDD,0
110P04770,2020,PMP,0
110P04770,2020,WE,0
110P04770,2021,AMP,1.781336707
110P04770,2021,MIDD,1.781336707
110P04770,2021,PMP,2.375115609
110P04770,2021,WE,2.375115609
110P04770,2022,AMP,1.790023494
110P04770,2022,MIDD,1.790023494
110P04770,2022,PMP,2.386697992
110P04770,2022,WE,2.386697992
110P04770,2023,AMP,1.79888237
110P04770,2023,MIDD,1.79888237
110P04770,2023,PMP,2.398509827
110P04770,2023,WE,2.398509827
110P04770,2024,AMP,1.808001269
110P04770,2024,MIDD,1.808001269
110P04770,2024,PMP,2.410668359
110P04770,2024,WE,2.410668359
110P04771,2017,AMP,0
110P04771,2017,MIDD,0
110P04771,2017,PMP,0
110P04771,2017,WE,2
110P04771,2018,AMP,0
110P04771,2018,MIDD,0
110P04771,2018,PMP,1
110P04771,2018,WE,1
110P04771,2019,AMP,3
110P04771,2019,MIDD,2
110P04771,2019,PMP,0
110P04771,2019,WE,0
110P04771,2020,AMP,0
110P04771,2020,MIDD,0
110P04771,2020,PMP,0
110P04771,2020,WE,0
110P04771,2021,AMP,0.884991767
110P04771,2021,MIDD,0.774367796
110P04771,2021,PMP,0.995615738
110P04771,2021,WE,0.995615738
110P04771,2022,AMP,0.89937907
110P04771,2022,MIDD,0.786956686
110P04771,2022,PMP,1.011801454
110P04771,2022,WE,1.011801454
110P04771,2023,AMP,0.91412167
110P04771,2023,MIDD,0.799856461
110P04771,2023,PMP,1.028386878
110P04771,2023,WE,1.028386878
110P04771,2024,AMP,0.928950957
110P04771,2024,MIDD,0.812832088
110P04771,2024,PMP,1.045069827
110P04771,2024,WE,1.045069827
110P04772,2017,AMP,0
110P04772,2017,MIDD,0
110P04772,2017,PMP,0
110P04772,2017,WE,0
110P04772,2018,AMP,1
110P04772,2018,MIDD,1
110P04772,2018,PMP,0
110P04772,2018,WE,1
110P04772,2019,AMP,0
110P04772,2019,MIDD,1
110P04772,2019,PMP,1
110P04772,2019,WE,1
110P04772,2020,AMP,0
110P04772,2020,MIDD,2
110P04772,2020,PMP,0
110P04772,2020,WE,0
110P04772,2021,AMP,1.772584083
110P04772,2021,MIDD,1.01290519
110P04772,2021,PMP,1.772584083
110P04772,2021,WE,1.01290519
110P04772,2022,AMP,1.801128356
110P04772,2022,MIDD,1.029216203
110P04772,2022,PMP,1.801128356
110P04772,2022,WE,1.029216203
110P04772,2023,AMP,1.830016033
110P04772,2023,MIDD,1.045723448
110P04772,2023,PMP,1.830016033
110P04772,2023,WE,1.045723448
110P04772,2024,AMP,1.859437
110P04772,2024,MIDD,1.062535429
110P04772,2024,PMP,1.859437
110P04772,2024,WE,1.062535429
110P04773,2017,AMP,1
110P04773,2017,MIDD,2
110P04773,2017,PMP,0
110P04773,2017,WE,2
110P04773,2018,AMP,0
110P04773,2018,MIDD,3
110P04773,2018,PMP,0
110P04773,2018,WE,0
110P04773,2019,AMP,0
110P04773,2019,MIDD,0
110P04773,2019,PMP,0
110P04773,2019,WE,1
110P04773,2020,AMP,0
110P04773,2020,MIDD,0
110P04773,2020,PMP,0
110P04773,2020,WE,1
110P04773,2021,AMP,1.197942697
110P04773,2021,MIDD,1.347685534
110P04773,2021,PMP,2.246142557
110P04773,2021,WE,1.04819986
110P04773,2022,AMP,1.205405875
110P04773,2022,MIDD,1.356081609
110P04773,2022,PMP,2.260136015
110P04773,2022,WE,1.05473014
110P04773,2023,AMP,1.213071142
110P04773,2023,MIDD,1.364705034
110P04773,2023,PMP,2.274508391
110P04773,2023,WE,1.061437249
110P04773,2024,AMP,1.221012805
110P04773,2024,MIDD,1.373639405
110P04773,2024,PMP,2.289399009
110P04773,2024,WE,1.068386204
110P04774,2017,AMP,0
110P04774,2017,MIDD,0
110P04774,2017,PMP,0
110P04774,2017,WE,0
110P04774,2018,AMP,0
110P04774,2018,MIDD,0
110P04774,2018,PMP,0
110P04774,2018,WE,0
110P04774,2019,AMP,0
110P04774,2019,MIDD,1
110P04774,2019,PMP,1
110P04774,2019,WE,0
110P04774,2020,AMP,0
110P04774,2020,MIDD,0
110P04774,2020,PMP,0
110P04774,2020,WE,0
110P04774,2021,AMP,3.038083821
110P04774,2021,MIDD,1.51904191
110P04774,2021,PMP,1.51904191
110P04774,2021,WE,3.038083821
110P04774,2022,AMP,3.046162903
110P04774,2022,MIDD,1.523081451
110P04774,2022,PMP,1.523081451
110P04774,2022,WE,3.046162903
110P04774,2023,AMP,3.054588727
110P04774,2023,MIDD,1.527294363
110P04774,2023,PMP,1.527294363
110P04774,2023,WE,3.054588727
110P04774,2024,AMP,3.06336694
110P04774,2024,MIDD,1.53168347
110P04774,2024,PMP,1.53168347
110P04774,2024,WE,3.06336694
110P04775,2017,AMP,0
110P04775,2017,MIDD,0
110P04775,2017,PMP,0
110P04775,2017,WE,0
110P04775,2018,AMP,0
110P04775,2018,MIDD,0
110P04775,2018,PMP,0
110P04775,2018,WE,0
110P04775,2019,AMP,0
110P04775,2019,MIDD,1
110P04775,2019,PMP,3
110P04775,2019,WE,1
110P04775,2020,AMP,1
110P04775,2020,MIDD,1
110P04775,2020,PMP,0
110P04775,2020,WE,1
110P04775,2021,AMP,3.340133317
110P04775,2021,MIDD,0.835033329
110P04775,2021,PMP,2.505099988
110P04775,2021,WE,0.835033329
110P04775,2022,AMP,3.349015629
110P04775,2022,MIDD,0.837253907
110P04775,2022,PMP,2.511761722
110P04775,2022,WE,0.837253907
110P04775,2023,AMP,3.358279158
110P04775,2023,MIDD,0.839569789
110P04775,2023,PMP,2.518709368
110P04775,2023,WE,0.839569789
110P04775,2024,AMP,3.36793011
110P04775,2024,MIDD,0.841982527
110P04775,2024,PMP,2.525947582
110P04775,2024,WE,0.841982527
110P04776,2017,AMP,2
110P04776,2017,MIDD,2
110P04776,2017,PMP,2
110P04776,2017,WE,1
110P04776,2018,AMP,1
110P04776,2018,MIDD,0
110P04776,2018,PMP,4
110P04776,2018,WE,1
110P04776,2019,AMP,1
110P04776,2019,MIDD,0
110P04776,2019,PMP,0
110P04776,2019,WE,1
110P04776,2020,AMP,0
110P04776,2020,MIDD,0
110P04776,2020,PMP,3
110P04776,2020,WE,3
110P04776,2021,AMP,2.995720542
110P04776,2021,MIDD,4.393723462
110P04776,2021,PMP,2.396576434
110P04776,2021,WE,1.198288217
110P04776,2022,AMP,3.060156546
110P04776,2022,MIDD,4.488229601
110P04776,2022,PMP,2.448125237
110P04776,2022,WE,1.224062618
110P04776,2023,AMP,3.127003686
110P04776,2023,MIDD,4.586272073
110P04776,2023,PMP,2.501602949
110P04776,2023,WE,1.250801474
110P04776,2024,AMP,3.196498777
110P04776,2024,MIDD,4.688198206
110P04776,2024,PMP,2.557199021
110P04776,2024,WE,1.278599511
110P04784,2017,AMP,1
110P04784,2017,MIDD,5
110P04784,2017,PMP,1
110P04784,2017,WE,1
110P04784,2018,AMP,2
110P04784,2018,MIDD,3
110P04784,2018,PMP,0
110P04784,2018,WE,4
110P04784,2019,AMP,9
110P04784,2019,MIDD,5
110P04784,2019,PMP,5
110P04784,2019,WE,3
110P04784,2020,AMP,1
110P04784,2020,MIDD,5
110P04784,2020,PMP,6
110P04784,2020,WE,3
110P04784,2021,AMP,5.156269216
110P04784,2021,MIDD,7.139449683
110P04784,2021,PMP,9.122630151
110P04784,2021,WE,4.362997029
110P04784,2022,AMP,5.227274684
110P04784,2022,MIDD,7.237764947
110P04784,2022,PMP,9.24825521
110P04784,2022,WE,4.423078579
110P04784,2023,AMP,5.299208076
110P04784,2023,MIDD,7.337365028
110P04784,2023,PMP,9.37552198
110P04784,2023,WE,4.483945295
110P04784,2024,AMP,5.371832351
110P04784,2024,MIDD,7.437921716
110P04784,2024,PMP,9.504011082
110P04784,2024,WE,4.545396604
110P04785,2017,AMP,0
110P04785,2017,MIDD,4
110P04785,2017,PMP,0
110P04785,2017,WE,0
110P04785,2018,AMP,2
110P04785,2018,MIDD,0
110P04785,2018,PMP,4
110P04785,2018,WE,1
110P04785,2019,AMP,1
110P04785,2019,MIDD,1
110P04785,2019,PMP,0
110P04785,2019,WE,0
110P04785,2020,AMP,0
110P04785,2020,MIDD,0
110P04785,2020,PMP,3
110P04785,2020,WE,0
110P04785,2021,AMP,1.25878969
110P04785,2021,MIDD,1.993083675
110P04785,2021,PMP,1.468587971
110P04785,2021,WE,1.36368883
110P04785,2022,AMP,1.276387691
110P04785,2022,MIDD,2.020947178
110P04785,2022,PMP,1.489118973
110P04785,2022,WE,1.382753332
110P04785,2023,AMP,1.294206141
110P04785,2023,MIDD,2.049159724
110P04785,2023,PMP,1.509907165
110P04785,2023,WE,1.402056653
110P04785,2024,AMP,1.312244864
110P04785,2024,MIDD,2.077721034
110P04785,2024,PMP,1.530952341
110P04785,2024,WE,1.421598603
110P04786,2017,AMP,0
110P04786,2017,MIDD,0
110P04786,2017,PMP,0
110P04786,2017,WE,0
110P04786,2018,AMP,0
110P04786,2018,MIDD,0
110P04786,2018,PMP,0
110P04786,2018,WE,0
110P04786,2019,AMP,0
110P04786,2019,MIDD,0
110P04786,2019,PMP,0
110P04786,2019,WE,0
110P04786,2020,AMP,0
110P04786,2020,MIDD,0
110P04786,2020,PMP,0
110P04786,2020,WE,0
110P04786,2021,AMP,2.116679122
110P04786,2021,MIDD,2.116679122
110P04786,2021,PMP,2.116679122
110P04786,2021,WE,2.116679122
110P04786,2022,AMP,2.146270501
110P04786,2022,MIDD,2.146270501
110P04786,2022,PMP,2.146270501
110P04786,2022,WE,2.146270501
110P04786,2023,AMP,2.176232568
110P04786,2023,MIDD,2.176232568
110P04786,2023,PMP,2.176232568
110P04786,2023,WE,2.176232568
110P04786,2024,AMP,2.206565028
110P04786,2024,MIDD,2.206565028
110P04786,2024,PMP,2.206565028
110P04786,2024,WE,2.206565028
110P04787,2017,AMP,3
110P04787,2017,MIDD,4
110P04787,2017,PMP,1
110P04787,2017,WE,1
110P04787,2018,AMP,3
110P04787,2018,MIDD,4
110P04787,2018,PMP,3
110P04787,2018,WE,4
110P04787,2019,AMP,2
110P04787,2019,MIDD,1
110P04787,2019,PMP,1
110P04787,2019,WE,3
110P04787,2020,AMP,3
110P04787,2020,MIDD,5
110P04787,2020,PMP,2
110P04787,2020,WE,1
110P04787,2021,AMP,3.844718334
110P04787,2021,MIDD,4.89327788
110P04787,2021,PMP,2.44663894
110P04787,2021,WE,3.145678637
110P04787,2022,AMP,3.899776283
110P04787,2022,MIDD,4.963351634
110P04787,2022,PMP,2.481675817
110P04787,2022,WE,3.19072605
110P04787,2023,AMP,3.955637856
110P04787,2023,MIDD,5.03444818
110P04787,2023,PMP,2.51722409
110P04787,2023,WE,3.236430973
110P04787,2024,AMP,4.012081462
110P04787,2024,MIDD,5.106285497
110P04787,2024,PMP,2.553142748
110P04787,2024,WE,3.282612105
110P04788,2017,AMP,2
110P04788,2017,MIDD,2
110P04788,2017,PMP,1
110P04788,2017,WE,0
110P04788,2018,AMP,2
110P04788,2018,MIDD,3
110P04788,2018,PMP,1
110P04788,2018,WE,1
110P04788,2019,AMP,1
110P04788,2019,MIDD,0
110P04788,2019,PMP,2
110P04788,2019,WE,2
110P04788,2020,AMP,0
110P04788,2020,MIDD,1
110P04788,2020,PMP,3
110P04788,2020,WE,2
110P04788,2021,AMP,3.847784408
110P04788,2021,MIDD,4.197582991
110P04788,2021,PMP,2.448590078
110P04788,2021,WE,5.246978739
110P04788,2022,AMP,3.903304097
110P04788,2022,MIDD,4.258149924
110P04788,2022,PMP,2.483920789
110P04788,2022,WE,5.322687405
110P04788,2023,AMP,3.95955923
110P04788,2023,MIDD,4.31951916
110P04788,2023,PMP,2.51971951
110P04788,2023,WE,5.39939895
110P04788,2024,AMP,4.016550959
110P04788,2024,MIDD,4.381691955
110P04788,2024,PMP,2.555986974
110P04788,2024,WE,5.477114944
110P04789,2017,AMP,5
110P04789,2017,MIDD,4
110P04789,2017,PMP,4
110P04789,2017,WE,10
110P04789,2018,AMP,6
110P04789,2018,MIDD,6
110P04789,2018,PMP,2
110P04789,2018,WE,5
110P04789,2019,AMP,3
110P04789,2019,MIDD,4
110P04789,2019,PMP,4
110P04789,2019,WE,7
110P04789,2020,AMP,7
110P04789,2020,MIDD,8
110P04789,2020,PMP,1
110P04789,2020,WE,9
110P04789,2021,AMP,6.730016164
110P04789,2021,MIDD,7.050493125
110P04789,2021,PMP,3.525246562
110P04789,2021,WE,9.934785766
110P04789,2022,AMP,6.823561327
110P04789,2022,MIDD,7.148492819
110P04789,2022,PMP,3.574246409
110P04789,2022,WE,10.07287624
110P04789,2023,AMP,6.91823658
110P04789,2023,MIDD,7.247676417
110P04789,2023,PMP,3.623838209
110P04789,2023,WE,10.21263495
110P04789,2024,AMP,7.014040319
110P04789,2024,MIDD,7.348042239
110P04789,2024,PMP,3.67402112
110P04789,2024,WE,10.35405952
110P04790,2017,AMP,3
110P04790,2017,MIDD,12
110P04790,2017,PMP,8
110P04790,2017,WE,9
110P04790,2018,AMP,0
110P04790,2018,MIDD,5
110P04790,2018,PMP,6
110P04790,2018,WE,7
110P04790,2019,AMP,3
110P04790,2019,MIDD,6
110P04790,2019,PMP,2
110P04790,2019,WE,3
110P04790,2020,AMP,1
110P04790,2020,MIDD,3
110P04790,2020,PMP,0
110P04790,2020,WE,4
110P04790,2021,AMP,6.510015234
110P04790,2021,MIDD,5.836565382
110P04790,2021,PMP,6.734498517
110P04790,2021,WE,5.16311553
110P04790,2022,AMP,6.694762243
110P04790,2022,MIDD,6.002200631
110P04790,2022,PMP,6.925616113
110P04790,2022,WE,5.30963902
110P04790,2023,AMP,6.88666313
110P04790,2023,MIDD,6.174249702
