tmc_code,year,obs AMP rel_unrel,obs MIDD rel_unrel,obs PMP rel_unrel,obs WE rel_unrel,obs rel_unrel,obs rel_unrel WD
110+04334,2018,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04334,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04334,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04603,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04603,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04603,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04603,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04604,2017,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04604,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04604,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04604,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04605,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04605,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04605,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04605,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04606,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04606,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04606,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04606,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04607,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04607,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04607,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04607,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04608,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04608,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04608,2019,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04608,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04609,2017,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04609,2018,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04609,2019,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04609,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04610,2017,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04610,2018,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04610,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04610,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04611,2017,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110+04611,2018,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04611,2019,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04611,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04612,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110+04612,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110+04612,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110+04612,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04613,2017,Rel,Unrel,Rel,Unrel,Unrel,Unrel
110+04613,2018,Unrel,Unrel,Rel,Unrel,Unrel,Unrel
110+04613,2019,Unrel,Unrel,Rel,Unrel,Unrel,Unrel
110+04613,2020,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04614,2017,Rel,Unrel,Rel,Unrel,Unrel,Unrel
110+04614,2018,Unrel,Unrel,Rel,Unrel,Unrel,Unrel
110+04614,2019,Unrel,Unrel,Rel,Unrel,Unrel,Unrel
110+04614,2020,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04645,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04645,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04645,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04645,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04646,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04646,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04646,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04646,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04647,2017,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04647,2018,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04647,2019,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04647,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04648,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04648,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04648,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04648,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04651,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04651,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04651,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04652,2017,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04652,2018,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04652,2019,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04653,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04653,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04653,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04654,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04654,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04654,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04655,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04655,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04655,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04656,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04656,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04656,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04657,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04657,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04657,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04658,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04658,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04658,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04659,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04659,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04659,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04660,2017,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04660,2018,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04660,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04661,2017,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04661,2018,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04661,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04662,2017,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04662,2018,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04662,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04663,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04663,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04663,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04664,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04664,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04664,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04665,2017,Rel,Unrel,Rel,Rel,Unrel,Unrel
110+04665,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04665,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04666,2017,Rel,Unrel,Rel,Rel,Unrel,Unrel
110+04666,2018,Rel,Unrel,Rel,Rel,Unrel,Unrel
110+04666,2019,Rel,Unrel,Rel,Rel,Unrel,Unrel
110+04667,2017,Rel,Unrel,Rel,Rel,Unrel,Unrel
110+04667,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04667,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04668,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04668,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04668,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04669,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04669,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04670,2017,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04670,2018,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110+04670,2019,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110+04670,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04675,2017,Rel,Rel,Rel,Unrel,Unrel,Rel
110+04675,2018,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04675,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04675,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04678,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04678,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04678,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04678,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04679,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04679,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04679,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04679,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04680,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04680,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04680,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04680,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04681,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04681,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04681,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04681,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04682,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04682,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04682,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04682,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04683,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04683,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04683,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04683,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04684,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04684,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04684,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04684,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04686,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04686,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04686,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04686,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04687,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04687,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04687,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04687,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04688,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04688,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04688,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04688,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04689,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04689,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04689,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04689,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04690,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04690,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04690,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04690,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04691,2017,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04691,2018,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04691,2019,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04691,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04692,2017,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04692,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04692,2019,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110+04692,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04693,2017,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110+04693,2018,Unrel,Unrel,Unrel,Rel,Unrel,Unrel
110+04693,2019,Unrel,Unrel,Unrel,Rel,Unrel,Unrel
110+04693,2020,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04694,2017,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04694,2018,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110+04694,2019,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110+04694,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04695,2017,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04695,2018,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110+04695,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04695,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04696,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04696,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04696,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04696,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04697,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04697,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04697,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04697,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04698,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04698,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04698,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04698,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04699,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04699,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04699,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04699,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04700,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04700,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04700,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04700,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04701,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04701,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04701,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04701,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04702,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04702,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04702,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04702,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04703,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04703,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04703,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04703,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04704,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04704,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04704,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04704,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04705,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04705,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04705,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04705,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04706,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04706,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04706,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04706,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04707,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04707,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04707,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04707,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04708,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04708,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04708,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04708,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04709,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04709,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04709,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04709,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04710,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04710,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04710,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04710,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04711,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04711,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04711,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04711,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04712,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04712,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04712,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04712,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04713,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04713,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04713,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04713,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04714,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04714,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04714,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04714,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04715,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04715,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04715,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04715,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04716,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04716,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04716,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04716,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04717,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04717,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04718,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04718,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04718,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04718,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04719,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04719,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04719,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04719,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04720,2017,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04720,2018,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04720,2019,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04720,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04721,2017,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04721,2018,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04721,2019,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04721,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04722,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04722,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04722,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04722,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04723,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04723,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04723,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04723,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04724,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04724,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04724,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04724,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04725,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04725,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04725,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04725,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04726,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04726,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04726,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04726,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04728,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04728,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04728,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04728,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04729,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04729,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04729,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04729,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04730,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04730,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04730,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04730,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04731,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04731,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04731,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04731,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04732,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04732,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04732,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04732,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04733,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04733,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04733,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04733,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04734,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04734,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04734,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04734,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04735,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04735,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04735,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04735,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04736,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04736,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04736,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04736,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04737,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04737,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04737,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04737,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04738,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04738,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04738,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04738,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04739,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04739,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04739,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04739,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04740,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04740,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04740,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04740,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04741,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04741,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04741,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04741,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04742,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04742,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04742,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04742,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04743,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04743,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04743,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04743,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04744,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04744,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04744,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04744,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04746,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04746,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04746,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04746,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04747,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04747,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04747,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04747,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04748,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04748,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04748,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04748,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04749,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04749,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04749,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04749,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04750,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04750,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04750,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04750,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04751,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04751,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04751,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04751,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04752,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04752,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04752,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04752,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04754,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04754,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04754,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04754,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04755,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04755,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04755,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+04755,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+04756,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+04756,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+04756,2019,Rel,Rel,Rel,Rel,Rel,Rel
